Area,"CO2 (Kt)",Sector,Date
"Cape Town",0.092055,Power,2024-08
Chengdu,1005.938888,Power,2024-08
Chicago,2005.904081,Power,2024-08
Chongqing,6015.560049,Power,2024-08
Copenhagen,10.924660,Power,2024-08
Hangzhou,724.521515,Power,2024-08
Helsinki,70.961909,Power,2024-08
Houston,3001.178925,Power,2024-08
Istanbul,89.941555,Power,2024-08
Jinan,4137.372112,Power,2024-08
London,65.911634,Power,2024-08
"Los Angeles",2213.686786,Power,2024-08
Lyon,2.311722,Power,2024-08
Madrid,6.528295,Power,2024-08
Marseille,0.000000,Power,2024-08
Melbourne,81.068198,Power,2024-08
"Mexico City",917.704782,Power,2024-08
Miami,739.081731,Power,2024-08
Milan,90.099277,Power,2024-08
Moscow,3151.764848,Power,2024-08
Munich,135.011460,Power,2024-08
Nanjing,3455.960360,Power,2024-08
"New Delhi",349.880876,Power,2024-08
"New York",3811.650724,Power,2024-08
Nice,0.000000,Power,2024-08
Osaka,2748.500536,Power,2024-08
Oslo,0.662905,Power,2024-08
Paris,10.930432,Power,2024-08
Qingdao,260.696278,Power,2024-08
Rome,13.195037,Power,2024-08
"San Francisco",1243.587699,Power,2024-08
Santiago,140.809876,Power,2024-08
Seattle,95.626952,Power,2024-08
Seoul,2730.123076,Power,2024-08
Shanghai,4059.279335,Power,2024-08
Stockholm,1.446297,Power,2024-08
Sydney,63.770405,Power,2024-08
Tokyo,10044.332306,Power,2024-08
Total,56845.906526,Power,2024-08
Washington,145.351344,Power,2024-08
Amsterdam,108.226855,Residential,2024-08
Bangkok,35.049276,Residential,2024-08
Barcelona,119.630360,Residential,2024-08
Beijing,620.979199,Residential,2024-08
Berlin,127.233488,Residential,2024-08
Bogota,100.177427,Residential,2024-08
"Cape Town",328.800673,Residential,2024-08
Chengdu,401.810902,Residential,2024-08
Chicago,877.300450,Residential,2024-08
Chongqing,842.410859,Residential,2024-08
Copenhagen,41.854033,Residential,2024-08
Hangzhou,261.193811,Residential,2024-08
Helsinki,18.449114,Residential,2024-08
Houston,516.026216,Residential,2024-08
Istanbul,159.045857,Residential,2024-08
Jinan,196.424721,Residential,2024-08
London,697.282640,Residential,2024-08
"Los Angeles",1725.516908,Residential,2024-08
Lyon,42.306338,Residential,2024-08
Madrid,201.696471,Residential,2024-08
Marseille,34.672618,Residential,2024-08
Melbourne,473.386333,Residential,2024-08
"Mexico City",151.926291,Residential,2024-08
Miami,539.821471,Residential,2024-08
Milan,54.161599,Residential,2024-08
Moscow,324.025087,Residential,2024-08
Munich,46.490449,Residential,2024-08
Nanjing,241.766298,Residential,2024-08
"New Delhi",87.718168,Residential,2024-08
"New York",1469.447253,Residential,2024-08
Nice,9.668997,Residential,2024-08
Osaka,432.612874,Residential,2024-08
Oslo,6.871839,Residential,2024-08
Paris,467.721578,Residential,2024-08
Qingdao,190.647074,Residential,2024-08
Rome,115.365970,Residential,2024-08
"San Francisco",553.122287,Residential,2024-08
Santiago,288.123948,Residential,2024-08
Seattle,322.695940,Residential,2024-08
Seoul,856.785323,Residential,2024-08
Shanghai,681.405528,Residential,2024-08
Stockholm,4.855723,Residential,2024-08
Sydney,477.399262,Residential,2024-08
Tokyo,926.001107,Residential,2024-08
Total,16806.848529,Residential,2024-08
Washington,628.739907,Residential,2024-08
Amsterdam,859.761269,Total,2024-08
Bangkok,1636.353781,Total,2024-08
Barcelona,483.989292,Total,2024-08
Beijing,12072.605904,Total,2024-08
Berlin,728.401516,Total,2024-08
Bogota,548.512504,Total,2024-08
"Cape Town",1430.656104,Total,2024-08
Chengdu,6116.587881,Total,2024-08
Chicago,8015.742937,Total,2024-08
Chongqing,12917.262142,Total,2024-08
Copenhagen,210.338218,Total,2024-08
Hangzhou,4881.201760,Total,2024-08
Helsinki,258.558740,Total,2024-08
Houston,6421.826253,Total,2024-08
Istanbul,1451.903727,Total,2024-08
Jinan,6404.918196,Total,2024-08
London,2263.687890,Total,2024-08
"Los Angeles",10561.603718,Total,2024-08
Lyon,105.750469,Total,2024-08
Madrid,738.841960,Total,2024-08
Marseille,97.379232,Total,2024-08
Melbourne,1950.378264,Total,2024-08
"Mexico City",3049.162917,Total,2024-08
Miami,3050.368171,Total,2024-08
Milan,226.339336,Total,2024-08
Moscow,4493.862252,Total,2024-08
Munich,312.270147,Total,2024-08
Nanjing,8744.978732,Total,2024-08
"New Delhi",1095.526436,Total,2024-08
"New York",10068.390924,Total,2024-08
Nice,50.712223,Total,2024-08
Osaka,5774.579228,Total,2024-08
Oslo,204.893361,Total,2024-08
Paris,1234.777317,Total,2024-08
Qingdao,2185.496500,Total,2024-08
Rome,387.107723,Total,2024-08
"San Francisco",4013.691102,Total,2024-08
Santiago,1184.199029,Total,2024-08
Seattle,1855.112528,Total,2024-08
Seoul,6861.901758,Total,2024-08
Shanghai,34536.680265,Total,2024-08
Stockholm,119.773232,Total,2024-08
Sydney,1853.984668,Total,2024-08
Tokyo,15855.034187,Total,2024-08
Washington,3058.446575,Total,2024-08
Amsterdam,116.529834,Aviation,2024-09
Bangkok,31.108491,Aviation,2024-09
Barcelona,26.165937,Aviation,2024-09
Beijing,284.877825,Aviation,2024-09
Berlin,52.519987,Aviation,2024-09
Bogota,30.019102,Aviation,2024-09
"Cape Town",28.102218,Aviation,2024-09
Chengdu,60.295752,Aviation,2024-09
Chicago,443.731263,Aviation,2024-09
Chongqing,173.023613,Aviation,2024-09
Copenhagen,7.845793,Aviation,2024-09
Hangzhou,106.278988,Aviation,2024-09
Helsinki,7.355390,Aviation,2024-09
Houston,152.082990,Aviation,2024-09
Istanbul,77.641722,Aviation,2024-09
Jinan,49.661750,Aviation,2024-09
London,264.324164,Aviation,2024-09
"Los Angeles",447.547871,Aviation,2024-09
Lyon,1.141523,Aviation,2024-09
Madrid,133.033287,Aviation,2024-09
Marseille,2.454726,Aviation,2024-09
Melbourne,43.125598,Aviation,2024-09
"Mexico City",28.360264,Aviation,2024-09
Miami,155.314566,Aviation,2024-09
Milan,18.235921,Aviation,2024-09
Moscow,51.381952,Aviation,2024-09
Munich,4.599122,Aviation,2024-09
Nanjing,51.460307,Aviation,2024-09
"New Delhi",85.127879,Aviation,2024-09
"New York",433.509152,Aviation,2024-09
Nice,4.635978,Aviation,2024-09
Osaka,64.432707,Aviation,2024-09
Oslo,4.356563,Aviation,2024-09
Paris,81.027670,Aviation,2024-09
Qingdao,67.861456,Aviation,2024-09
Rome,50.198152,Aviation,2024-09
"San Francisco",147.129988,Aviation,2024-09
Santiago,44.619507,Aviation,2024-09
Seattle,170.240682,Aviation,2024-09
Seoul,55.336690,Aviation,2024-09
Shanghai,215.953665,Aviation,2024-09
Stockholm,11.336066,Aviation,2024-09
Sydney,60.278151,Aviation,2024-09
Tokyo,174.562300,Aviation,2024-09
Total,4788.980699,Aviation,2024-09
Washington,270.154133,Aviation,2024-09
Amsterdam,179.841785,"Ground Transport",2024-09
Bangkok,555.996086,"Ground Transport",2024-09
Barcelona,99.757600,"Ground Transport",2024-09
Beijing,1559.093738,"Ground Transport",2024-09
Berlin,147.706836,"Ground Transport",2024-09
Bogota,207.323026,"Ground Transport",2024-09
"Cape Town",170.597727,"Ground Transport",2024-09
Chengdu,484.985685,"Ground Transport",2024-09
Chicago,956.508982,"Ground Transport",2024-09
Chongqing,1114.997798,"Ground Transport",2024-09
Copenhagen,63.366541,"Ground Transport",2024-09
Hangzhou,692.095929,"Ground Transport",2024-09
Helsinki,74.270331,"Ground Transport",2024-09
Houston,652.358986,"Ground Transport",2024-09
Istanbul,446.984246,"Ground Transport",2024-09
Jinan,284.108349,"Ground Transport",2024-09
London,592.871920,"Ground Transport",2024-09
"Los Angeles",1968.181242,"Ground Transport",2024-09
Lyon,26.354554,"Ground Transport",2024-09
Madrid,287.273876,"Ground Transport",2024-09
Marseille,23.942300,"Ground Transport",2024-09
Melbourne,427.110356,"Ground Transport",2024-09
"Mexico City",614.141261,"Ground Transport",2024-09
Miami,534.739903,"Ground Transport",2024-09
Milan,48.951235,"Ground Transport",2024-09
Moscow,181.535591,"Ground Transport",2024-09
Munich,55.176599,"Ground Transport",2024-09
Nanjing,575.557383,"Ground Transport",2024-09
"New Delhi",152.366478,"Ground Transport",2024-09
"New York",1255.700803,"Ground Transport",2024-09
Nice,14.635832,"Ground Transport",2024-09
Osaka,578.408789,"Ground Transport",2024-09
Oslo,11.321022,"Ground Transport",2024-09
Paris,300.892573,"Ground Transport",2024-09
Qingdao,432.286658,"Ground Transport",2024-09
Rome,151.423858,"Ground Transport",2024-09
"San Francisco",572.426435,"Ground Transport",2024-09
Santiago,293.695930,"Ground Transport",2024-09
Seattle,558.620717,"Ground Transport",2024-09
Seoul,946.580384,"Ground Transport",2024-09
Shanghai,1402.591144,"Ground Transport",2024-09
Stockholm,45.218632,"Ground Transport",2024-09
Sydney,307.637130,"Ground Transport",2024-09
Tokyo,941.670699,"Ground Transport",2024-09
Total,21766.116879,"Ground Transport",2024-09
Washington,774.809946,"Ground Transport",2024-09
Amsterdam,560.347629,Industry,2024-09
Bangkok,932.017732,Industry,2024-09
Barcelona,226.874618,Industry,2024-09
Beijing,6734.500414,Industry,2024-09
Berlin,215.407895,Industry,2024-09
Bogota,197.331408,Industry,2024-09
"Cape Town",835.726438,Industry,2024-09
Chengdu,4221.350325,Industry,2024-09
Chicago,3579.521512,Industry,2024-09
Chongqing,4826.673904,Industry,2024-09
Copenhagen,102.394292,Industry,2024-09
Hangzhou,3095.733265,Industry,2024-09
Helsinki,108.251938,Industry,2024-09
Houston,1980.577976,Industry,2024-09
Istanbul,681.581806,Industry,2024-09
Jinan,1762.669376,Industry,2024-09
London,609.944058,Industry,2024-09
"Los Angeles",4007.722519,Industry,2024-09
Lyon,45.908898,Industry,2024-09
Madrid,345.110712,Industry,2024-09
Marseille,46.508705,Industry,2024-09
Melbourne,873.608428,Industry,2024-09
"Mexico City",1235.457957,Industry,2024-09
Miami,1027.775406,Industry,2024-09
Milan,59.411259,Industry,2024-09
Moscow,811.106461,Industry,2024-09
Munich,77.648464,Industry,2024-09
Nanjing,4429.862426,Industry,2024-09
"New Delhi",409.675318,Industry,2024-09
"New York",2990.442849,Industry,2024-09
Nice,27.013103,Industry,2024-09
Osaka,2121.861603,Industry,2024-09
Oslo,185.750900,Industry,2024-09
Paris,520.645140,Industry,2024-09
Qingdao,1244.708802,Industry,2024-09
Rome,159.646858,Industry,2024-09
"San Francisco",1435.772257,Industry,2024-09
Santiago,346.964223,Industry,2024-09
Seattle,662.506564,Industry,2024-09
Seoul,2272.644840,Industry,2024-09
Shanghai,28524.852716,Industry,2024-09
Stockholm,71.826491,Industry,2024-09
Sydney,890.192199,Industry,2024-09
Tokyo,4062.512778,Industry,2024-09
Total,90744.146514,Industry,2024-09
Washington,1186.104065,Industry,2024-09
Amsterdam,12.993981,Power,2024-09
Bangkok,6.519950,Power,2024-09
Barcelona,71.382855,Power,2024-09
Beijing,2524.521999,Power,2024-09
Berlin,205.754288,Power,2024-09
Bogota,1.171982,Power,2024-09
"Cape Town",0.081349,Power,2024-09
Chengdu,887.310656,Power,2024-09
Chicago,1672.462740,Power,2024-09
Chongqing,5278.046055,Power,2024-09
Copenhagen,10.821319,Power,2024-09
Hangzhou,637.548804,Power,2024-09
Helsinki,86.608091,Power,2024-09
Houston,2430.074501,Power,2024-09
Istanbul,82.502681,Power,2024-09
Jinan,3649.440987,Power,2024-09
London,92.048163,Power,2024-09
"Los Angeles",1725.914895,Power,2024-09
Lyon,2.668060,Power,2024-09
Madrid,5.612355,Power,2024-09
Marseille,0.000000,Power,2024-09
Melbourne,74.660075,Power,2024-09
"Mexico City",783.751997,Power,2024-09
Miami,577.517010,Power,2024-09
Milan,78.523800,Power,2024-09
Moscow,3145.929199,Power,2024-09
Munich,140.028493,Power,2024-09
Nanjing,3044.151908,Power,2024-09
"New Delhi",345.569692,Power,2024-09
"New York",2975.294210,Power,2024-09
Nice,0.000000,Power,2024-09
Osaka,2380.761134,Power,2024-09
Oslo,0.582410,Power,2024-09
Paris,15.352180,Power,2024-09
Qingdao,229.933579,Power,2024-09
Rome,11.687778,Power,2024-09
"San Francisco",970.248326,Power,2024-09
Santiago,129.130368,Power,2024-09
Seattle,74.197665,Power,2024-09
Seoul,2220.846348,Power,2024-09
Shanghai,3510.971729,Power,2024-09
Stockholm,1.436586,Power,2024-09
Sydney,58.655905,Power,2024-09
Tokyo,8584.610064,Power,2024-09
Total,48859.647557,Power,2024-09
Washington,122.321400,Power,2024-09
Amsterdam,124.528820,Residential,2024-09
Bangkok,37.825538,Residential,2024-09
Barcelona,135.005114,Residential,2024-09
Beijing,658.182930,Residential,2024-09
Berlin,271.708729,Residential,2024-09
Bogota,108.112502,Residential,2024-09
"Cape Town",101.097691,Residential,2024-09
Chengdu,425.883962,Residential,2024-09
Chicago,897.515698,Residential,2024-09
Chongqing,892.880878,Residential,2024-09
Copenhagen,38.069134,Residential,2024-09
Hangzhou,276.842302,Residential,2024-09
Helsinki,32.180412,Residential,2024-09
Houston,527.916781,Residential,2024-09
Istanbul,171.643914,Residential,2024-09
Jinan,208.192805,Residential,2024-09
London,892.547015,Residential,2024-09
"Los Angeles",1765.277234,Residential,2024-09
Lyon,62.821315,Residential,2024-09
Madrid,227.618271,Residential,2024-09
Marseille,51.485851,Residential,2024-09
Melbourne,160.498407,Residential,2024-09
"Mexico City",163.960413,Residential,2024-09
Miami,552.260342,Residential,2024-09
Milan,67.042731,Residential,2024-09
Moscow,542.847758,Residential,2024-09
Munich,99.281165,Residential,2024-09
Nanjing,256.250860,Residential,2024-09
"New Delhi",89.360629,Residential,2024-09
"New York",1503.307081,Residential,2024-09
Nice,14.357621,Residential,2024-09
Osaka,452.024659,Residential,2024-09
Oslo,8.329927,Residential,2024-09
Paris,694.526605,Residential,2024-09
Qingdao,202.069008,Residential,2024-09
Rome,142.803195,Residential,2024-09
"San Francisco",565.867643,Residential,2024-09
Santiago,263.952601,Residential,2024-09
Seattle,330.131681,Residential,2024-09
Seoul,924.651511,Residential,2024-09
Shanghai,722.229493,Residential,2024-09
Stockholm,6.895400,Residential,2024-09
Sydney,161.859099,Residential,2024-09
Tokyo,967.551728,Residential,2024-09
Total,17442.624151,Residential,2024-09
Washington,643.227684,Residential,2024-09
Amsterdam,994.242045,Total,2024-09
Bangkok,1563.467791,Total,2024-09
Barcelona,559.186115,Total,2024-09
Beijing,11761.176911,Total,2024-09
Berlin,893.097740,Total,2024-09
Bogota,543.958018,Total,2024-09
"Cape Town",1135.605424,Total,2024-09
Chengdu,6079.826381,Total,2024-09
Chicago,7549.740193,Total,2024-09
Chongqing,12285.622246,Total,2024-09
Copenhagen,222.497079,Total,2024-09
Hangzhou,4808.499282,Total,2024-09
Helsinki,308.666161,Total,2024-09
Houston,5743.011241,Total,2024-09
Istanbul,1460.354372,Total,2024-09
Jinan,5954.073267,Total,2024-09
London,2451.735316,Total,2024-09
"Los Angeles",9914.643766,Total,2024-09
Lyon,138.894350,Total,2024-09
Madrid,998.648497,Total,2024-09
Marseille,124.391582,Total,2024-09
Melbourne,1579.002859,Total,2024-09
"Mexico City",2825.671889,Total,2024-09
Miami,2847.607234,Total,2024-09
Milan,272.164947,Total,2024-09
Moscow,4732.800967,Total,2024-09
Munich,376.733847,Total,2024-09
Nanjing,8357.282882,Total,2024-09
"New Delhi",1082.099993,Total,2024-09
"New York",9158.254096,Total,2024-09
Nice,60.642537,Total,2024-09
Osaka,5597.488897,Total,2024-09
Oslo,210.340818,Total,2024-09
Paris,1612.444174,Total,2024-09
Qingdao,2176.859498,Total,2024-09
Rome,515.759835,Total,2024-09
"San Francisco",3691.444650,Total,2024-09
Santiago,1078.362630,Total,2024-09
Seattle,1795.697306,Total,2024-09
Seoul,6420.059771,Total,2024-09
Shanghai,34376.598743,Total,2024-09
Stockholm,136.713174,Total,2024-09
Sydney,1478.622489,Total,2024-09
Tokyo,14730.907572,Total,2024-09
Washington,2996.617229,Total,2024-09
Amsterdam,118.000410,Aviation,2024-10
Bangkok,34.755420,Aviation,2024-10
Barcelona,25.101269,Aviation,2024-10
Beijing,293.806502,Aviation,2024-10
Berlin,56.227770,Aviation,2024-10
Bogota,31.238247,Aviation,2024-10
"Cape Town",31.463270,Aviation,2024-10
Chengdu,115.061813,Aviation,2024-10
Chicago,442.127998,Aviation,2024-10
Chongqing,182.396552,Aviation,2024-10
Copenhagen,7.765132,Aviation,2024-10
Hangzhou,109.316294,Aviation,2024-10
Helsinki,9.674992,Aviation,2024-10
Houston,160.402315,Aviation,2024-10
Istanbul,77.354289,Aviation,2024-10
Jinan,51.061113,Aviation,2024-10
London,265.058942,Aviation,2024-10
"Los Angeles",455.330435,Aviation,2024-10
Lyon,1.128929,Aviation,2024-10
Madrid,130.785329,Aviation,2024-10
Marseille,2.355083,Aviation,2024-10
Melbourne,44.679680,Aviation,2024-10
"Mexico City",29.093956,Aviation,2024-10
Miami,170.316468,Aviation,2024-10
Milan,18.261029,Aviation,2024-10
Moscow,49.393015,Aviation,2024-10
Munich,4.548465,Aviation,2024-10
Nanjing,54.453004,Aviation,2024-10
"New Delhi",89.896973,Aviation,2024-10
"New York",430.801062,Aviation,2024-10
Nice,3.806980,Aviation,2024-10
Osaka,67.417298,Aviation,2024-10
Oslo,4.148418,Aviation,2024-10
Paris,81.209353,Aviation,2024-10
Qingdao,67.284322,Aviation,2024-10
Rome,47.274770,Aviation,2024-10
"San Francisco",150.939327,Aviation,2024-10
Santiago,46.448976,Aviation,2024-10
Seattle,163.674323,Aviation,2024-10
Seoul,57.008600,Aviation,2024-10
Shanghai,224.775176,Aviation,2024-10
Stockholm,11.218781,Aviation,2024-10
Sydney,64.316422,Aviation,2024-10
Tokyo,181.690882,Aviation,2024-10
Total,4936.192080,Aviation,2024-10
Washington,273.122673,Aviation,2024-10
Amsterdam,186.441144,"Ground Transport",2024-10
Bangkok,566.225658,"Ground Transport",2024-10
Barcelona,108.132381,"Ground Transport",2024-10
Beijing,1583.025644,"Ground Transport",2024-10
Berlin,151.354494,"Ground Transport",2024-10
Bogota,215.560313,"Ground Transport",2024-10
"Cape Town",181.328445,"Ground Transport",2024-10
Chengdu,502.486505,"Ground Transport",2024-10
Chicago,996.675114,"Ground Transport",2024-10
Chongqing,1155.439383,"Ground Transport",2024-10
Copenhagen,62.915912,"Ground Transport",2024-10
Hangzhou,683.555972,"Ground Transport",2024-10
Helsinki,77.235100,"Ground Transport",2024-10
Houston,689.867786,"Ground Transport",2024-10
Istanbul,465.486191,"Ground Transport",2024-10
Jinan,292.006112,"Ground Transport",2024-10
London,612.891570,"Ground Transport",2024-10
"Los Angeles",2055.498987,"Ground Transport",2024-10
Lyon,27.655262,"Ground Transport",2024-10
Madrid,320.958065,"Ground Transport",2024-10
Marseille,24.803542,"Ground Transport",2024-10
Melbourne,446.513205,"Ground Transport",2024-10
"Mexico City",643.391178,"Ground Transport",2024-10
Miami,560.095715,"Ground Transport",2024-10
Milan,52.138301,"Ground Transport",2024-10
Moscow,193.818943,"Ground Transport",2024-10
Munich,56.427166,"Ground Transport",2024-10
Nanjing,588.161720,"Ground Transport",2024-10
"New Delhi",154.853929,"Ground Transport",2024-10
"New York",1302.874521,"Ground Transport",2024-10
Nice,15.101844,"Ground Transport",2024-10
Osaka,600.206372,"Ground Transport",2024-10
Oslo,11.998251,"Ground Transport",2024-10
Paris,313.830839,"Ground Transport",2024-10
Qingdao,445.519968,"Ground Transport",2024-10
Rome,162.025146,"Ground Transport",2024-10
"San Francisco",594.036624,"Ground Transport",2024-10
Santiago,349.798424,"Ground Transport",2024-10
Seattle,578.640167,"Ground Transport",2024-10
Seoul,983.086251,"Ground Transport",2024-10
Shanghai,1413.020827,"Ground Transport",2024-10
Stockholm,46.778829,"Ground Transport",2024-10
Sydney,321.521323,"Ground Transport",2024-10
Tokyo,973.445746,"Ground Transport",2024-10
Total,22586.486821,"Ground Transport",2024-10
Washington,819.657964,"Ground Transport",2024-10
Amsterdam,548.133681,Industry,2024-10
Bangkok,903.351742,Industry,2024-10
Barcelona,246.256241,Industry,2024-10
Beijing,6966.492989,Industry,2024-10
Berlin,216.070465,Industry,2024-10
Bogota,200.835539,Industry,2024-10
"Cape Town",797.584074,Industry,2024-10
Chengdu,4352.479700,Industry,2024-10
Chicago,3566.897073,Industry,2024-10
Chongqing,4991.528550,Industry,2024-10
Copenhagen,90.884825,Industry,2024-10
Hangzhou,3200.989107,Industry,2024-10
Helsinki,106.514734,Industry,2024-10
Houston,1943.159842,Industry,2024-10
Istanbul,740.267767,Industry,2024-10
Jinan,1817.718401,Industry,2024-10
London,640.321045,Industry,2024-10
"Los Angeles",3986.496889,Industry,2024-10
Lyon,48.518383,Industry,2024-10
Madrid,374.616341,Industry,2024-10
Marseille,49.503881,Industry,2024-10
Melbourne,847.183345,Industry,2024-10
"Mexico City",1202.472694,Industry,2024-10
Miami,1029.843813,Industry,2024-10
Milan,63.921068,Industry,2024-10
Moscow,872.323181,Industry,2024-10
Munich,77.803927,Industry,2024-10
Nanjing,4567.425335,Industry,2024-10
"New Delhi",408.405090,Industry,2024-10
"New York",2985.762639,Industry,2024-10
Nice,29.060278,Industry,2024-10
Osaka,2152.122803,Industry,2024-10
Oslo,207.128624,Industry,2024-10
Paris,549.986567,Industry,2024-10
Qingdao,1282.531157,Industry,2024-10
Rome,168.021063,Industry,2024-10
"San Francisco",1421.982022,Industry,2024-10
Santiago,331.825898,Industry,2024-10
Seattle,662.795114,Industry,2024-10
Seoul,2405.606704,Industry,2024-10
Shanghai,29528.808041,Industry,2024-10
Stockholm,66.885247,Industry,2024-10
Sydney,864.229813,Industry,2024-10
Tokyo,4109.328951,Industry,2024-10
Total,92811.822610,Industry,2024-10
Washington,1187.747962,Industry,2024-10
Amsterdam,16.973545,Power,2024-10
Bangkok,7.095739,Power,2024-10
Barcelona,66.380912,Power,2024-10
Beijing,2155.539943,Power,2024-10
Berlin,261.870553,Power,2024-10
Bogota,1.103310,Power,2024-10
"Cape Town",0.077800,Power,2024-10
Chengdu,764.914182,Power,2024-10
Chicago,1469.367486,Power,2024-10
Chongqing,4533.471775,Power,2024-10
Copenhagen,12.262647,Power,2024-10
Hangzhou,548.613933,Power,2024-10
Helsinki,138.068998,Power,2024-10
Houston,2060.947969,Power,2024-10
Istanbul,79.704114,Power,2024-10
Jinan,3146.024176,Power,2024-10
London,115.784510,Power,2024-10
"Los Angeles",1397.420452,Power,2024-10
Lyon,2.325597,Power,2024-10
Madrid,5.268508,Power,2024-10
Marseille,0.000000,Power,2024-10
Melbourne,72.123840,Power,2024-10
"Mexico City",718.572037,Power,2024-10
Miami,469.865514,Power,2024-10
Milan,70.699266,Power,2024-10
Moscow,3843.241598,Power,2024-10
Munich,184.626600,Power,2024-10
Nanjing,2621.213629,Power,2024-10
"New Delhi",386.344135,Power,2024-10
"New York",2409.551144,Power,2024-10
Nice,0.000000,Power,2024-10
Osaka,2016.892119,Power,2024-10
Oslo,0.730071,Power,2024-10
Paris,15.204447,Power,2024-10
Qingdao,198.203001,Power,2024-10
Rome,10.512359,Power,2024-10
"San Francisco",787.039300,Power,2024-10
Santiago,94.750748,Power,2024-10
Seattle,59.701992,Power,2024-10
Seoul,2185.043906,Power,2024-10
Shanghai,2977.364888,Power,2024-10
Stockholm,2.459975,Power,2024-10
Sydney,56.377502,Power,2024-10
Tokyo,7173.581739,Power,2024-10
Total,43245.806533,Power,2024-10
Washington,108.490595,Power,2024-10
Amsterdam,180.241939,Residential,2024-10
Bangkok,41.294833,Residential,2024-10
Barcelona,151.600053,Residential,2024-10
Beijing,831.245681,Residential,2024-10
Berlin,480.698510,Residential,2024-10
Bogota,118.028403,Residential,2024-10
"Cape Town",110.370203,Residential,2024-10
Chengdu,537.865696,Residential,2024-10
Chicago,1154.288093,Residential,2024-10
Chongqing,1127.654912,Residential,2024-10
Copenhagen,45.667430,Residential,2024-10
Hangzhou,349.635263,Residential,2024-10
Helsinki,65.226173,Residential,2024-10
Houston,678.949230,Residential,2024-10
Istanbul,642.450883,Residential,2024-10
Jinan,262.934956,Residential,2024-10
London,1128.256749,Residential,2024-10
"Los Angeles",2270.308712,Residential,2024-10
Lyon,81.214125,Residential,2024-10
Madrid,255.597300,Residential,2024-10
Marseille,66.560070,Residential,2024-10
Melbourne,175.219053,Residential,2024-10
"Mexico City",178.998590,Residential,2024-10
Miami,710.257861,Residential,2024-10
Milan,91.160010,Residential,2024-10
Moscow,1123.312834,Residential,2024-10
Munich,175.645048,Residential,2024-10
Nanjing,323.629475,Residential,2024-10
"New Delhi",100.678260,Residential,2024-10
"New York",1933.392285,Residential,2024-10
Nice,18.561201,Residential,2024-10
Osaka,586.003826,Residential,2024-10
Oslo,13.473764,Residential,2024-10
Paris,897.869817,Residential,2024-10
Qingdao,255.200981,Residential,2024-10
Rome,194.173853,Residential,2024-10
"San Francisco",727.757844,Residential,2024-10
Santiago,263.589680,Residential,2024-10
Seattle,424.579380,Residential,2024-10
Seoul,1062.324920,Residential,2024-10
Shanghai,912.132983,Residential,2024-10
Stockholm,13.722585,Residential,2024-10
Sydney,176.704546,Residential,2024-10
Tokyo,1254.332625,Residential,2024-10
Total,23020.060534,Residential,2024-10
Washington,827.249907,Residential,2024-10
Amsterdam,1049.790718,Total,2024-10
Bangkok,1552.723392,Total,2024-10
Barcelona,597.470862,Total,2024-10
Beijing,11830.110759,Total,2024-10
Berlin,1166.221791,Total,2024-10
Bogota,566.765805,Total,2024-10
"Cape Town",1120.823791,Total,2024-10
Chengdu,6272.807893,Total,2024-10
Chicago,7629.355769,Total,2024-10
Chongqing,11990.491169,Total,2024-10
Copenhagen,219.495947,Total,2024-10
Hangzhou,4892.110574,Total,2024-10
Helsinki,396.720002,Total,2024-10
Houston,5533.327141,Total,2024-10
Istanbul,2005.263249,Total,2024-10
Jinan,5569.744756,Total,2024-10
London,2762.312817,Total,2024-10
"Los Angeles",10165.055474,Total,2024-10
Lyon,160.842299,Total,2024-10
Madrid,1087.225539,Total,2024-10
Marseille,143.222576,Total,2024-10
Melbourne,1585.719122,Total,2024-10
"Mexico City",2772.528456,Total,2024-10
Miami,2940.379371,Total,2024-10
Milan,296.179660,Total,2024-10
Moscow,6082.089568,Total,2024-10
Munich,499.051203,Total,2024-10
Nanjing,8154.883162,Total,2024-10
"New Delhi",1140.178386,Total,2024-10
"New York",9062.381655,Total,2024-10
Nice,66.530303,Total,2024-10
Osaka,5422.642419,Total,2024-10
Oslo,237.479126,Total,2024-10
Paris,1858.101020,Total,2024-10
Qingdao,2248.739431,Total,2024-10
Rome,582.007187,Total,2024-10
"San Francisco",3681.755119,Total,2024-10
Santiago,1086.413728,Total,2024-10
Seattle,1889.390976,Total,2024-10
Seoul,6693.070386,Total,2024-10
Shanghai,35056.101916,Total,2024-10
Stockholm,141.065416,Total,2024-10
Sydney,1483.149610,Total,2024-10
Tokyo,13692.379949,Total,2024-10
Washington,3216.269104,Total,2024-10
Amsterdam,106.399082,Aviation,2024-11
Bangkok,36.895440,Aviation,2024-11
Barcelona,20.204770,Aviation,2024-11
Beijing,280.566446,Aviation,2024-11
Berlin,45.789900,Aviation,2024-11
Bogota,31.680003,Aviation,2024-11
"Cape Town",38.261550,Aviation,2024-11
Chengdu,149.830013,Aviation,2024-11
Chicago,393.950354,Aviation,2024-11
Chongqing,175.857990,Aviation,2024-11
Copenhagen,6.506225,Aviation,2024-11
Hangzhou,98.200959,Aviation,2024-11
Helsinki,5.399265,Aviation,2024-11
Houston,156.073664,Aviation,2024-11
Istanbul,75.671081,Aviation,2024-11
Jinan,48.905961,Aviation,2024-11
London,233.797442,Aviation,2024-11
"Los Angeles",434.571726,Aviation,2024-11
Lyon,0.892921,Aviation,2024-11
Madrid,128.788756,Aviation,2024-11
